code,name,lat,lon
6000,באקה אלגרביה,,
21,באר אורה,29.710255,34.988523
1376,באר גנים,,
155,באר טוביה,31.737125,34.725572
2530,באר יעקב,31.943506,34.839041
1278,באר מילכה,,
9000,באר שבע,31.252972,34.791464
450,בארות יצחק,32.042024,34.910223
697,בארותיים,32.321038,34.983431
399,בארי,41.1259135,16.8721133
559,בוסתן הגליל,32.948635,35.080689
482,בועיינהנוגידאת,,
4001,בוקעאתא,33.203064,35.779199
698,בורגתה,32.325971,34.96385
2043,בחן,32.35183,35.018543
762,בטחה,31.333868,34.63432
234,ביצרון,31.795405,34.729111
998,ביר אלמכסור,,
1348,ביר הדאג,,
368,ביריה,32.978107,35.503097
317,בית אורן,32.7316,35.006321
3574,בית אל,,
562,בית אלעזרי,31.844716,34.806628
95,בית אלפא,32.516356,35.430501
3652,בית אריה,32.040058,35.049473
480,בית גן,32.711009,35.496507
619,בית גוברין,31.612878,34.89557
571,בית גמליאל,31.856127,34.760949
466,בית דגן,32.000085,34.832164
723,בית הגדי,31.422838,34.60788
373,בית הלוי,32.351595,34.930445
322,בית הלל,33.208781,35.606517
572,בית העמק,32.970682,35.144847
3645,בית הערבה,31.807761,35.476413
242,בית השיטה,32.550873,35.439353
353,בית זיד,32.702413,35.13111
710,בית זית,31.783057,35.161118
143,בית זרע,32.689295,35.574063
3575,בית חורון,31.879889,35.124099
877,בית חירות,32.314725,34.897156
2033,בית חלקיה,31.793,34.8097
159,בית חנן,31.93521,34.775597
800,בית חנניה,32.529503,34.926736
1050,בית חשמונאי,31.890297,34.9176
288,בית יהושע,32.262074,34.86542
265,בית יוסף,31.928379,35.021339
200,בית ינאי,32.381728,34.863509
326,בית יצחקשער חפר,,
430,בית לחם הגלילית,32.734557,35.191272
751,בית מאיר,31.794785,35.036755
784,בית נחמיה,31.977141,34.953837
16,בית ניר,31.647626,34.873109
672,בית נקופה,31.804391,35.126878
202,בית עובד,31.921286,34.774906
301,בית עוזיאל,31.870049,34.90486
756,בית עזרא,31.736401,34.657515
604,בית עריף,31.995351,34.935105
212,בית צבי,32.719322,34.969509
598,בית קמה,31.446565,34.762249
365,בית קשת,32.718445,35.394954
848,בית רבן,31.8175,34.7288889
1162,בית רימון,32.781844,35.32774
9200,בית שאן,32.497102,35.497337
2610,בית שמש,31.74704,34.9881
248,בית שערים,32.703756,35.129934
747,בית שקמה,31.637734,34.610075
252,ביתן אהרן,32.364927,34.869561
3780,ביתר עילית,31.693492,35.118037
94,בלפוריה,32.629987,35.296282
760,בן זכאי,31.857222,34.727434
712,בן עמי,33.005368,35.122219
1084,בן שמן כפר נוער,,
2013,בן שמן מושב,31.9536,34.920981
6100,בני ברק,32.084931,34.835228
1368,בני דקלים,,
592,בני דרום,31.820869,34.691611
386,בני דרור,32.261794,34.901793
4015,בני יהודה,32.798261,35.691072
1363,בני נצרים,,
448,בני עטרות,32.021469,34.910147
1066,בני עיש,31.790234,34.759293
418,בני ציון,32.219838,34.86838
588,בני ראם,31.769971,34.790464
685,בניה,31.843443,34.751794
9800,בנימינהגבעת עדה,,
1326,בסמה,32.5294,35.103201
944,בסמת טבעון,32.736286,35.153202
483,בענה,32.929537,35.271919
389,בצרה,32.21454,34.878124
589,בצת,33.070046,35.132637
864,בקוע,31.827898,34.924734
3612,בקעות,32.242069,35.452637
823,בר גיורא,31.729682,35.073415
1191,בר יוחאי,32.997703,35.448192
3744,ברוכין,,
428,ברור חיל,31.556984,34.646548
2060,ברוש,31.920403,35.014586
3710,ברכה,32.224986,35.163675
746,ברכיה,31.668046,34.624297
667,ברעם,33.058978,35.433236
141,ברק,32.106471,35.187525
617,ברקאי,32.476095,35.031045
3654,ברקן,32.10855,35.112725
2038,ברקת,31.80852,35.163888
1323,בת הדר,31.648124,34.597147
1361,בת חן,,
1319,בת חפר,32.333713,35.01373
6200,בת ים,32.013185,34.748021
3794,בת עין,31.657652,35.101103
33,בת שלמה,32.600334,35.003839
1292,גדיידהמכר,,
485,גולס,,
627,גלגוליה,,
976,גנאביב שבט,,
541,גסר אזרקא,,
487,גש גוש חלב,,
628,גת,31.627795,34.794114
872,גאולי תימן,32.391836,34.90099
379,גאולים,32.296486,34.943864
853,גאליה,31.885643,34.765352
352,גבולות,31.211166,34.466201
424,גבים,31.506272,34.59895
86,גבע,32.566529,35.372161
3763,גבע בנימין,31.849998,35.273854
683,גבע כרמל,32.662162,34.954079
2014,גבעולים,31.397603,34.593823
3644,גבעון החדשה,31.848895,35.159031
1344,גבעות בר,31.357208,34.755543
1293,גבעת אבני,32.775381,35.436156
1288,גבעת אלה,32.722006,35.244824
147,גבעת ברנר,31.866609,34.802256
870,גבעת השלושה,32.096339,34.92063
3730,גבעת זאב,31.861188,35.167253
207,גבעת חן,32.167578,34.875515
2018,גבעת חיים איחוד,32.396744,34.93298
173,גבעת חיים מאוחד,32.392147,34.929449
4021,גבעת יואב,32.801216,35.680913
787,גבעת יערים,31.786087,35.092771
919,גבעת ישעיהו,31.671679,34.94374
802,גבעת כח,32.03209,34.938798
360,גבעת נילי,32.549042,35.041195
703,גבעת עוז,32.555933,35.198005
681,גבעת שמואל,32.077298,34.849208
1077,גבעת שפירא,32.357628,34.875846
793,גבעתי,31.733137,34.67948
6300,גבעתיים,32.072175,34.808873
342,גברעם,31.59146,34.612158
133,גבת,32.676559,35.213153
35,גדות,33.018207,35.619549
145,גדיש,32.558843,35.244432
442,גדעונה,32.549926,35.359204
2550,גדרה,31.81753,34.785103
852,גונן,33.123563,35.647702
755,גורן,33.055565,35.23362
1219,גורנות הגליל,33.059286,35.249671
457,גזית,32.639306,35.446241
370,גזר,31.876348,34.921111
706,גיאה,31.628466,34.602679
196,גיבתון,31.888317,34.799062
1043,גיזו,31.805583,34.939654
1204,גילון,32.904337,35.232193
736,גילת,31.32632,34.648935
262,גינוסר,32.848665,35.523154
92,גיניגר,32.663418,35.259862
863,גינתון,31.962799,34.913063
1206,גיתה,32.967232,35.249127
3613,גיתית,32.100272,35.395444
393,גלאון,31.63337,34.8489
3606,גלגל,32.000015,35.444644
346,גליל ים,32.158796,34.831878
369,גלעד אבן יצחק,,
745,גמזו,31.927216,34.941129
1072,גן הדרום,31.804055,34.699871
225,גן השומרון,32.465006,34.999049
239,גן חיים,32.19576,34.906959
734,גן יאשיה,32.349486,34.996247
166,גן יבנה,31.783055,34.703103
1274,גן נר,32.528705,35.336255
311,גן שורק,31.94401,34.758323
144,גן שלמה,31.878776,34.798903
72,גן שמואל,32.45291,34.949313
836,גנות,32.018203,34.825879
549,גנות הדר,32.321739,34.900716
1103,גני הדר,31.878923,34.854029
1371,גני טל,31.850733,35.035545
862,גני יוחנן,31.859923,34.840829
3823,גני מודיעין,,
218,גני עם,32.149837,34.90336
229,גני תקווה,32.060496,34.873123
842,געש,32.228476,34.824413
463,געתון,33.006074,35.213833
39,גפן,32.199587,35.007825
1129,גרופית,29.941615,35.064692
4022,גשור,32.81994,35.71571
305,גשר,32.621204,35.550378
574,גשר הזיו,33.040531,35.110565
340,גת קיבוץ,,
128,גת רימון,32.068104,34.881364
494,דאלית אלכרמל,,
146,דבורה,32.552894,35.263855
489,דבוריה,32.694119,35.368515
849,דבירה,31.411697,34.825178
407,דברת,32.646728,35.350087
62,דגניה א,32.706937,35.575064
79,דגניה ב,32.699069,35.577552
1067,דובב,33.050799,35.407749
3747,דולב,31.926248,35.133592
738,דור,32.607801,34.923317
336,דורות,31.507206,34.645727
475,דחי,32.62249,35.343605
490,דייר אלאסד,,
492,דייר חנא,32.862315,35.365254
2200,דימונה,31.069418,35.033364
2063,דישון,33.082317,35.517573
300,דליה,32.589249,35.076967
431,דלתון,33.016552,35.489912
1317,דמיידה,32.817187,35.228533
303,דן,32.164638,35.069206
302,דפנה,32.12204,35.03167
1241,דקל,31.195907,34.346772
1349,דריגאת,,
702,האון,32.726747,35.622667
675,הבונים,32.636585,34.932706
356,הגושרים,33.221484,35.62303
191,הדר עם,32.349652,34.898946
9700,הוד השרון,32.155693,34.893597
726,הודיה,31.676355,34.639277
1169,הוואשלה שבט,31.092225,34.97907
956,הוזייל שבט,31.414486,34.761873
1186,הושעיה,32.757926,35.295226
250,הזורע,32.644515,35.119181
307,הזורעים,32.748139,35.499924
434,החותרים,32.75231,34.957547
684,היוגב,32.612752,35.207485
1208,הילה,33.036174,35.244584
377,המעפיל,32.378034,34.983147
677,הסוללים,32.751801,35.238024
423,העוגן,32.360436,34.92334
3769,הר אדר,31.8245,35.129662
3603,הר גילה,31.722057,35.171493
1261,הר עמשא,31.342716,35.101601
464,הראל,31.826026,35.130184
1249,הרדוף,32.104475,35.104166
6400,הרצליה,32.162412,34.844677
1203,הררית,32.845695,35.369258
3639,ורד יריחו,31.826191,35.43214
1133,ורדון,31.663822,34.781767
815,זבדיאל,31.657558,34.759338
44,זוהר,31.595591,34.692364
584,זיקים,31.607202,34.52097
788,זיתן,31.975177,34.891733
9300,זכרון יעקב,32.573904,34.951979
799,זכריה,31.708811,34.944709
1290,זמר,32.365683,35.034652
1065,זמרת,31.447852,34.552289
816,זנוח,31.733811,34.99937
2064,זרועה,31.459132,34.624162
975,זרזיר,32.72329,35.220438
818,זרחיה,31.681741,34.746421
1321,חואלד,,
235,חבצלת השרון,32.360399,34.86182
1110,חבר,31.861803,35.177705
3400,חברון,41.3186482,-87.2003091
717,חגור,32.13859,34.947615
3764,חגי,31.492529,35.079538
205,חגלה,32.389069,34.924253
4026,חדנס,,
618,חדיד,31.969428,34.932158
6500,חדרה,32.442784,34.92088
160,חולדה,31.832149,34.881525
6600,חולון,32.015832,34.787386
1239,חולית,31.794446,35.337717
253,חולתה,33.05285,35.609246
662,חוסן,32.997698,35.298725
1332,חוסנייה,32.900572,35.322509
115,חופית,32.386081,34.874079
374,חוקוק,32.87863,35.496656
1303,חורה,31.300398,34.93569
496,חורפיש,33.016687,35.347108
355,חורשים,32.137874,34.971022
1047,חזון,32.906579,35.395293
219,חיבת ציון,32.397994,34.911932
3643,חיננית,32.48089,35.173183
4000,חיפה,32.83036,34.974339
162,חירות,32.314725,34.897156
1272,חלוץ,32.95127,35.311105
820,חלץ,31.577939,34.658393
993,חמאם,32.828398,35.491722
801,חמד,32.017991,34.841266
343,חמדיה,32.519772,35.52057
3646,חמדת,32.252027,35.526845
3609,חמרה,32.199687,35.437351
807,חניאל,32.332802,34.947695
280,חניתה,33.087633,35.173431
1257,חנתון,32.78305,35.245065
4005,חספין,32.845056,35.78875
363,חפץ חיים,31.931552,35.044223
90,חפציבה,,
700,חצב,31.780094,34.770573
13,חצבה,30.767941,35.278499
2034,חצור הגלילית,32.980381,35.54355
406,חצוראשדוד,,
397,חצרים,31.240602,34.717429
422,חרב לאת,32.403525,34.917148
1024,חרוצים,32.227709,34.864774
1247,חריש,,
3717,חרמש,32.423725,35.118995
1209,חרשים,32.957736,35.328218
3770,חשמונאים,31.93263,35.023271
6700,טבריה,32.795858,35.530975
962,טובאזנגריה,,
498,טורעאן,32.775136,35.378345
2730,טייבה,32.266891,35.009676
497,טייבה בעמק,32.266891,35.009676
2720,טירה,31.869947,35.125588
663,טירת יהודה,32.014832,34.935879
2100,טירת כרמל,32.762126,34.972982
268,טירת צבי,32.422485,35.528321
462,טל שחר,31.804402,34.903273
1181,טלאל,,
1177,טללים,30.99151,34.771262
3788,טלמון,31.939474,35.133132
8900,טמרה,32.852246,35.201317
547,טמרה יזרעאל,32.634917,35.402701
3743,טנא,31.376131,34.957384
1214,טפחות,32.868561,35.422206
1295,יאנוחגת,,
1232,יבול,31.189457,34.318953
46,יבנאל,32.708764,35.503779
2660,יבנה,31.877957,34.73945
96,יגור,32.741531,35.076827
798,יגל,31.987791,34.880263
577,יד בנימין,31.796684,34.820372
1134,יד השמונה,31.809549,35.089619
758,יד חנה,32.32531,35.006693
358,יד מרדכי,31.586961,34.557502
775,יד נתן,31.652959,34.704875
64,יד רמבם,31.89984,34.900088
9400,יהודמונוסון,,
1158,יהל,30.084233,35.128395
2009,יובל,33.246576,35.597065
1226,יובלים,31.885668,35.031866
1112,יודפת,32.836595,35.271483
4007,יונתן,32.939659,35.79547
803,יושיביה,31.444698,34.608786
452,יזרעאל,32.562588,35.319426
409,יחיעם,32.996109,35.221093
866,יטבתה,29.89632,35.059229
3607,ייטב,31.947214,35.422377
811,יכיני,31.482204,34.598635
753,ינוב,32.30743,34.951386
2011,ינון,31.74183,34.780949
29,יסוד המעלה,33.053579,35.589015
440,יסודות,31.815834,34.865637
575,יסעור,32.901144,35.166643
1138,יעד,32.881224,35.240641
1044,יעף,32.268253,34.967427
795,יערה,33.068012,35.186082
499,יפיע,32.695001,35.282012
3566,יפית,32.062686,35.474318
134,יפעת,32.675852,35.223984
453,יפתח,33.128345,35.552032
3749,יצהר,31.738445,35.189187
759,יציץ,31.863225,34.861905
417,יקום,32.249195,34.841904
3647,יקיר,32.14983,35.114633
241,יקנעם מושבה,32.660224,35.104608
240,יקנעם עילית,32.660224,35.104608
623,יראון,33.077238,35.454292
2026,ירדנה,32.565356,35.565979
831,ירוחם,30.987803,34.929743
3000,ירושלים,31.768318,35.213711
718,ירחיב,32.151535,34.967993
502,ירכא,32.953491,35.211992
183,ירקונה,32.144523,34.897884
916,ישע,31.247594,34.403092
805,ישעי,31.752968,34.962587
828,ישרש,31.915666,34.847338
1227,יתד,31.207041,34.326127
504,כאבול,32.867506,35.213356
505,כאוכב אבו אלהיגא,,
576,כברי,33.020984,35.147008
1338,כדיתה,,
3564,כוכב השחר,31.960263,35.349422
1224,כוכב יאיר,32.220921,34.992407
3779,כוכב יעקב,31.880151,35.242774
824,כוכב מיכאל,31.631481,34.667796
1252,כורזים,32.911111,35.550152
1210,כחל,32.890464,35.511573
1367,כחלה,,
840,כיסופים,31.374544,34.398993
1153,כישור,32.94665,35.250215
1183,כליל,32.983566,35.199674
1229,כלנית,31.564376,35.031388
1331,כמאנה,32.90931,35.33693
1291,כמהין,30.910326,34.430726
1201,כמון,32.909118,35.360918
4028,כנף,32.870411,35.697899
63,כנרת מושבה,,
57,כנרת קבוצה,,
1059,כסיפה,31.249245,35.083682
859,כסלון,31.774261,35.048172
1296,כסראסמיע,,
978,כעביהטבאשחגאגרה,,
857,כפר אביב,31.831038,34.722579
3638,כפר אדומים,31.827215,35.337191
364,כפר אוריה,31.793398,34.944758
690,כפר אחים,31.745863,34.755933
220,כפר ביאליק,32.821375,35.087751
177,כפר בילו,31.870474,34.826735
357,כפר בלום,33.172526,35.607939
2010,כפר בן נון,31.861678,34.947192
633,כפר ברא,32.13091,34.97011
132,כפר ברוך,32.646047,35.19308
106,כפר גדעון,32.644578,35.289279
427,כפר גלים,32.7661111,34.9594444
310,כפר גליקסון,32.505823,35.003542
76,כפר גלעדי,33.242077,35.574144
707,כפר דניאל,31.93352,34.932308
3796,כפר האורנים,32.211473,34.900069
192,כפר החורש,32.701548,35.272957
254,כפר המכבי,32.791803,35.114794
582,כפר הנגיד,31.887133,34.748726
443,כפר הנשיא,32.974659,35.60231
187,כפר הס,32.24772,34.935138
217,כפר הראה,32.391036,34.910919
888,כפר הריף,31.747028,34.79093
190,כפר ויתקין,32.38054,34.875309
320,כפר ורבורג,31.718746,34.728682
1263,כפר ורדים,32.995087,35.269103
786,כפר זיתים,32.811613,35.465166
696,כפר חבד,31.990143,34.849104
609,כפר חושן,33.0123306,35.4414889
255,כפר חיטים,32.799997,35.503281
193,כפר חיים,32.353856,34.900711
1297,כפר חנניה,32.915992,35.423786
112,כפר חסידים א,32.748649,35.089977
889,כפר חסידים ב,32.748649,35.089977
4004,כפר חרוב,32.762356,35.664182
673,כפר טרומן,31.980491,34.927697
507,כפר יאסיף,32.956361,35.165467
233,כפר ידידיה,32.344901,34.89904
140,כפר יהושע,32.681638,35.151978
168,כפר יונה,32.317718,34.933616
85,כפר יחזקאל,32.566948,35.36089
170,כפר יעבץ,32.273943,34.965464
508,כפר כמא,32.721104,35.442836
509,כפר כנא,32.744998,35.33976
387,כפר מונש,32.345606,34.916427
1095,כפר מימון,31.4314,34.537182
98,כפר מלל,32.167566,34.894746
510,כפר מנדא,32.812359,35.258615
274,כפר מנחם,31.732076,34.835081
297,כפר מסריק,32.891217,35.098416
512,כפר מצר,32.64737,35.421552
764,כפר מרדכי,31.831503,34.756644
316,כפר נטר,32.272007,34.873588
345,כפר סאלד,33.196034,35.657995
6900,כפר סבא,32.178194,34.907612
107,כפר סילבר,31.6755556,34.6122222
249,כפר סירקין,32.076683,34.922765
845,כפר עזה,31.483415,34.532293
3488,כפר עציון,31.649485,35.115235
189,כפר פינס,32.482716,35.002064
634,כפר קאסם,32.114092,34.972768
388,כפר קיש,32.666086,35.448951
654,כפר קרע,32.505517,35.054252
579,כפר ראש הנקרה,33.086089,35.113456
1130,כפר רוזנואלד זרעית,,
295,כפר רופין,32.457548,35.555675
1166,כפר רות,31.910377,35.035311
605,כפר שמאי,32.955697,35.457917
743,כפר שמואל,31.888257,34.934821
267,כפר שמריהו,32.187122,34.823125
47,כפר תבור,32.687345,35.419974
3572,כפר תפוח,32.117972,35.24983
1285,כרכום,32.173245,35.016022
664,כרם בן זמרה,33.039223,35.46989
1094,כרם יבנה ישיבה,,
580,כרם מהרל,32.644324,34.991451
1085,כרם שלום,31.22828,34.28456
1264,כרמי יוסף,31.848023,34.921349
3766,כרמי צור,31.609467,35.101274
1374,כרמי קטיף,,
1139,כרמיאל,32.91467,35.292418
768,כרמיה,31.602694,34.540415
1198,כרמים,31.333463,34.91788
3656,כרמל,32.809659,34.974208
1207,לבון,32.941179,35.286476
585,לביא,32.787647,35.440719
1230,לבנים,32.863789,35.49748
2023,להב,31.379362,34.871313
380,להבות הבשן,33.141386,35.645097
715,להבות חביבה,32.395215,35.011791
1271,להבים,31.373834,34.816953
7000,לוד,31.951012,34.888076
52,לוזית,31.688208,34.888223
595,לוחמי הגיטאות,32.96266,35.096742
1171,לוטם,32.172917,35.018022
1255,לוטן,29.988262,35.086778
674,לימן,33.058731,35.111817
24,לכיש,31.560906,34.844091
1310,לפיד,31.917521,35.032192
1173,לפידות,32.9598,35.260958
1060,לקיה,31.324882,34.866221
2055,מאור,32.425831,35.00529
102,מאיר שפיה,32.592463,34.971101
771,מבוא ביתר,31.722591,35.106658
3569,מבוא דותן,32.420771,35.173871
3709,מבוא חורון,31.849597,35.034978
4204,מבוא חמה,32.7367,35.655208
1141,מבוא מודיעים,31.93385,34.988001
1080,מבועים,31.449449,34.654996
829,מבטחים,31.242422,34.407489
573,מבקיעים,31.622517,34.577432
1015,מבשרת ציון,31.804051,35.157893
516,מגד אלכרום,,
4201,מגדל שמס,,
481,מגאר,32.890703,35.404612
689,מגדים,32.727733,34.960924
65,מגדל,32.839493,35.499851
874,מגדל העמק,32.6735,35.243446
3561,מגדל עוז,31.640931,35.143141
3751,מגדלים,32.089865,35.342635
586,מגידו,32.577898,35.179974
375,מגל,32.385555,35.036148
695,מגן,31.298107,34.427061
1155,מגן שאול,32.52147,35.306432
722,מגשימים,32.044362,34.899836
2029,מדרך עוז,32.594647,35.157978
1140,מדרשת בן גוריון,30.8522972,34.7834
3797,מודיעין עילית,31.932476,35.042266
1200,מודיעיןמכביםרעות,,
269,מולדת,32.586195,35.438942
208,מוצא עילית,31.793589,35.157002
635,מוקייבלה,32.514141,35.294807
1163,מורן,32.104527,35.105681
1178,מורשת,32.826131,35.231999
606,מזור,32.050697,34.931374
28,מזכרת בתיה,31.853165,34.842422
104,מזרע,32.649878,35.286405
517,מזרעה,32.983651,35.098936
3599,מחולה,32.365284,35.516022
1411,מחנה הילה,31.792287,35.172736
1418,מחנה טלי,,
1413,מחנה יהודית,31.658015,35.144222
1416,מחנה יוכבד,31.757323,35.219943
1415,מחנה יפה,31.785859,35.210384
1414,מחנה מרים,32.297822,34.858133
1412,מחנה תל נוף,32.090361,34.774088
308,מחניים,32.988844,35.570377
776,מחסיה,31.748857,35.007262
43,מטולה,33.277231,35.578237
822,מטע,31.71652,35.060573
1128,מי עמי,32.504962,35.146426
2054,מיטב,32.545508,35.3009
649,מייסר,32.445245,35.042132
4019,מיצר,32.76864,35.736358
1282,מירב,32.45204,35.42248
607,מירון,32.985225,35.441644
731,מישר,31.815934,34.752589
1268,מיתר,31.32701,34.943215
3614,מכורה,32.164158,35.423625
1343,מכחול,,
382,מכמורת,32.406503,34.871552
1202,מכמנים,32.905864,35.328992
164,מלאה,32.563148,35.237529
2044,מלילות,31.389896,34.595244
596,מלכיה,33.098588,35.509626
2030,מנוחה,31.656158,34.777274
1174,מנוף,32.853257,35.237357
1205,מנות,33.038708,35.195158
48,מנחמיה,32.664332,35.555339
347,מנרה,-4.4534624,-171.2463763
994,מנשית זבדה,32.706218,35.192417
1258,מסד,32.844171,35.423168
263,מסדה,32.682304,35.597658
298,מסילות,32.497361,35.474653
742,מסילת ציון,31.801448,35.009464
748,מסלול,31.323676,34.590762
4203,מסעדה,33.231049,35.756291
939,מסעודין אלעזאזמה,,
197,מעברות,32.364196,34.905735
1082,מעגלים,31.398857,34.59824
678,מעגן,32.706343,35.600576
694,מעגן מיכאל,32.558709,34.917818
272,מעוז חיים,32.494069,35.550769
3657,מעון,31.414591,35.163895
570,מעונה,33.016893,35.263628
9999,מעטפות חיצוניות,,
518,מעיליא,33.027193,35.256306
416,מעין ברוך,33.239348,35.60936
290,מעין צבי,32.568483,34.940625
3616,מעלה אדומים,31.777368,35.297957
3608,מעלה אפרים,32.071303,35.403901
1127,מעלה גלבוע,32.476064,35.420639
4008,מעלה גמלא,32.888255,35.685968
286,מעלה החמישה,31.819022,35.111238
3752,מעלה לבונה,32.054435,35.239504
3651,מעלה מכמש,31.87913,35.305904
1327,מעלה עירון,32.554127,35.182501
3653,מעלה עמוס,31.596885,35.229367
1063,מעלותתרשיחא,,
344,מענית,32.457991,35.026574
230,מעש,32.06351,34.892641
668,מפלסים,31.502205,34.561676
3745,מצדות יהודה,31.365585,35.111341
325,מצובה,33.062311,35.155707
757,מצליח,31.906363,34.871279
58,מצפה,31.856771,35.167479
1222,מצפה אביב,32.83795,35.201061
1370,מצפה אילן,,
3576,מצפה יריחו,31.815687,35.39541
1190,מצפה נטופה,32.801747,35.383502
99,מצפה רמון,30.610202,34.801899
3610,מצפה שלם,31.568874,35.400369
648,מצר,32.440185,35.047703
22,מקווה ישראל,31.797542,35.224692
843,מרגליות,33.216473,35.544355
4101,מרום גולן,33.132582,35.777072
1340,מרחב עם,30.888021,34.828177
97,מרחביה מושב,32.603272,35.314745
66,מרחביה קיבוץ,32.605822,35.307385
1098,מרכז שפירא,31.696926,34.70732
421,משאבי שדה,31.004041,34.78503
765,משגב דב,31.819053,34.739163
378,משגב עם,33.247571,35.548501
520,משהד,32.738911,35.322495
3605,משואה,32.071818,35.403783
620,משואות יצחק,31.702609,34.68997
3785,משכיות,,
670,משמר איילון,31.872477,34.943255
563,משמר דוד,31.823557,34.900678
732,משמר הירדן,33.003483,35.598273
395,משמר הנגב,31.364795,34.71797
130,משמר העמק,32.610062,35.142674
729,משמר השבעה,32.01089,34.822338
194,משמר השרון,32.356304,34.904258
213,משמרות,32.486512,34.983894
425,משמרת,32.227585,34.922056
791,משען,31.656884,34.621608
1315,מתן,32.159376,34.973192
1184,מתת,33.041683,35.356697
3648,מתתיהו,31.659024,35.143501
